workspaceId,snapshotId,title,accessTier,ubrFocus,themes,subthemes,is_meta,in_substantive_corpus,tag_evidence_summary
30879,59385,Katelynn Winn Cipp 2025,Registered Tier,True,5,,false,true,5:breast cancer|tumor|cancer
31381,59419,Extra intestinal disease in Ulcerative Colitis,Controlled Tier,False,9;12,,false,true,9:ankylosing spondylitis|ulcerative colitis|IBD|ankylosing; 12:pyoderma gangrenosum
31377,59415,Predicting Uncontrolled Diabetes,Registered Tier,True,1;3,,false,true,1:diabetes; 3:random forest|transformer
26213,59368,JH Assessing health-related social needs -- Controlled Tier (v8),Controlled Tier,True,8,,false,true,8:COVID-19
31371,59409,GLP-1 RA PGx_v8,Controlled Tier,False,1;2;9,,false,true,1:type 2 diabetes|GLP-1|diabetes|BMI; 2:GWAS|genome-wide|ancestry|imputation|genomic; 9:RA
31370,59408,Duplicate of Type 2 Diabetes & HIV,Registered Tier,False,1;8,,false,true,1:type 2 diabetes|T2DM|diabetes|glycemic; 8:HIV
10597,59352,"Race, ethnicity, and ancestry in genetic risk and health",Controlled Tier,True,2;3;6,,false,true,2:heritability|genotype|polygenic|admixture|ancestry|genetic risk|genetic ancestry; 3:clustering|risk prediction; 6:health disparities|disparities|racial and ethnic
31369,59407,Duplicate of Metformin PGx Controlled,Controlled Tier,False,1;16,,false,true,1:type 2 diabetes|diabetes|obesity; 16:pharmacogenomic|metformin
31368,59406,ACMG Secondary Findings Frequency Analysis,Controlled Tier,False,2;10,,false,true,2:exome sequencing|genetic variant|exome; 10:ACMG|secondary findings
27334,59369,Gene Interaction,Controlled Tier,False,2,,false,true,2:GWAS|Mendelian randomization
30074,59378,Duplicate 2 of CHIP in All of Us v7,Controlled Tier,False,1;2,,false,true,1:CHIP|clonal hematopoiesis; 2:llm-judgment: clonal hematopoiesis -> genomics
31364,59402,IR5IndividualizedExternalValidation,Registered Tier,False,,,false,true,
31363,59401,Develop tools for accurate diagnosis of Chronic Pelvic Pain diseases (duplicate),Controlled Tier,False,2;4;9;15,,false,true,2:SNP|genotype|ancestry|genetic risk; 4:pain; 9:IBD; 15:endometriosis
4520,59350,BMI Gene enviornment interaction,Controlled Tier,True,1;2,,false,true,1:BMI|obesity; 2:PRS|GWAS|genome-wide|association studies|genome-wide association|polygenic|ancestry
31360,59398,Biomarkers for sleep-disorders - CT-V8,Controlled Tier,False,,,false,true,
31359,59348,Biomedical ICI AKI Data,Controlled Tier,False,1;2;5,,false,true,1:acute kidney injury|AKI; 2:WGS|GWAS|whole genome sequencing|genome-wide|association studies|genome-wide association|ancestry|genetic risk; 5:cancer|immunotherapy|checkpoint inhibitor
31353,59342,Phenome Wide Association Study and HLA,Controlled Tier,False,2;8,,false,true,2:PheWAS|ancestry|phenome-wide|association study|genomic; 8:HLA
31347,59336,Inflammatory Bowel Disease (IBD),Controlled Tier,False,1;9,,false,true,1:CHIP|clonal hematopoiesis|cardiovascular; 9:ulcerative colitis|IBD|Crohn's disease|inflammatory bowel disease|autoimmune|Crohn
26521,59291,THG_workspace,Controlled Tier,False,2,,false,true,2:REGENIE|whole genome sequencing|genotype|genetic association|loci|ancestry|fine mapping|genetic ancestry
26328,59289,Duplicate of COVID 19 and Pulmonary Hypertension,Registered Tier,False,1;13,,false,true,1:hypertension; 13:pulmonary hypertension|pulmonary
24561,59284,COVID 19 and Pulmonary Hypertension,Registered Tier,False,1;13,,false,true,1:hypertension; 13:pulmonary hypertension|pulmonary
13018,59278,Natarajan Lab CHIP GWAS Summary stats,Controlled Tier,False,1;2;13;14,,false,true,1:CHIP|clonal hematopoiesis|stroke|heart failure|cardiovascular disease|cardiovascular; 2:WGS|GWAS|REGENIE|genome-wide|genome-wide association|loci|GWAS summary; 13:chronic obstructive|pulmonary; 14:stroke
31342,59331,ADSI preliminary data,Controlled Tier,False,2;3,,false,true,2:PRS|heritability|genomic; 3:machine learning|XGBoost
31339,59328,Kidney Transplant Allograft Decay,Registered Tier,True,1;2,,false,true,1:CKD|kidney disease; 2:WGS|whole genome sequencing|genomic
30936,59303,Aging - genes & environment,Controlled Tier,False,2;7;11,,false,true,2:polygenic score|genome-wide|polygenic; 7:accelerometer|physical activity; 11:aging
21090,59282,Social Determinants of Health among GI Cancer Patients,Registered Tier,False,5;6,,false,true,5:breast cancer|cancer; 6:social determinants of health|disparities|SDOH|neighborhood
31336,59325,SPECC1L LOF,Controlled Tier,True,2,,false,true,2:PheWAS|phenome-wide|association study
31334,59323,RD Genetics,Controlled Tier,False,,,false,true,
17070,59281,Social Determinants of Sepsis,Controlled Tier,True,8,,false,true,8:sepsis
27324,59292,Contraception Medication Sequencing - Controlled Tier - V8,Controlled Tier,False,1;3;15,,false,true,1:type 2 diabetes|diabetes; 3:Researcher Workbench|workbench|cohort builder; 15:contraception
30929,59302,Not in use,Controlled Tier,True,1;5,,false,true,1:cardiovascular disease|cardiovascular; 5:lung cancer|cancer
31330,59319,Wafa CC Social Support v Access,Controlled Tier,True,,,false,true,
31329,59318,Trachoma 2,Controlled Tier,False,8;18,,false,true,8:llm-judgment: trachoma is an ocular bacterial infection (Chlamydia); 18:llm-judgment: ophthalmologic disease
26299,59288,MASH Model - v8 Dataset,Registered Tier,False,1,,false,true,1:diabetes|MASH|type 1 diabetes
30499,59299,Irritable bowel syndrome and Medication Use,Registered Tier,False,3;6,,false,true,3:workbench|EHR|ICD|ICD-10|missing data|clustering; 6:minority|socioeconomic|income
30690,59301,Develop tools for earlier and accurate diagnosis of Chronic Pelvic Pain diseases,Controlled Tier,False,2;4;9;15,,false,true,2:SNP|genotype|ancestry|genetic risk; 4:pain; 9:IBD; 15:endometriosis
31322,59275,Incidence and Outcomes of Neglected Zoonotic Diseases in the United States,Controlled Tier,True,6,,false,true,6:income|low-income
31319,59272,Ophthalmologic indicators of cerebrovascular health,Registered Tier,True,1;14,,false,true,1:stroke|cardiovascular disease|cardiovascular; 14:cerebrovascular|stroke
31315,59268,RTI-HS HR+/HER2- Breast Cancer,Registered Tier,True,5;6,,false,true,5:breast cancer|cancer|metastatic; 6:minority|racial and ethnic|underrepresented
31310,59263,Alcohol and Inflammatory bowel disease,Registered Tier,False,9,,false,true,9:ulcerative colitis|IBD|Crohn's disease|inflammatory bowel disease|Crohn
31309,59262,Physical Activity and Postoperative Recovery in Musculoskeletal Surgeries,Registered Tier,False,7,,false,true,7:step count|Fitbit|wearable|physical activity|wearable device
31303,59251,Allostatic Load and Surgical Outcomes in Major Operations,Controlled Tier,False,4;6,,false,true,4:depression|anxiety|PTSD|smoking|stress|substance use; 6:disparities|income|equity
25436,59241,ASCVD Wearables v8,Controlled Tier,False,1;3;7,,false,true,1:cardiovascular disease|atherosclerosis|cardiovascular; 3:machine learning|random forest|XGBoost|feature engineering; 7:Fitbit|wearable|wearable device
31302,59250,Second opinions,Registered Tier,True,3;5;6,,false,true,3:Researcher Workbench|workbench|EHR; 5:oncology|breast cancer|cancer|chemotherapy; 6:disparities|income
28329,59243,Testbench,Controlled Tier,True,6,,false,true,6:disparities|disparity|socioeconomic|income|Hispanic|African American
29916,59244,Food insecurity and psoriasis,Registered Tier,False,6;9;12,,false,true,6:socioeconomic|food insecurity; 9:psoriatic arthritis|psoriasis|autoimmune; 12:psoriasis|cutaneous
31297,59236,Surgical Complication Prediction,Registered Tier,False,,,false,true,
31296,59235,interface_testing,Registered Tier,False,,,false,true,
30617,59143,Duplicate of C-Tier Predictive Model of Cardiovascular Risk in Type II Diabetes,Controlled Tier,True,1;3;6,,false,true,1:type 2 diabetes|cardiovascular disease|diabetes|cardiovascular|cardiac; 3:machine learning|EHR|XGBoost|predictive model; 6:underrepresented groups|minorities|underrepresented
31286,59225,v8_NF1,Controlled Tier,True,2,,false,true,2:GWAS|genome-wide|genome-wide association|association study
20373,59106,Phenotypic Consequences of Elastin Related Genes,Controlled Tier,True,2;3,,false,true,2:PheWAS|genotype; 3:electronic health record|ICD
24983,59113,GATK-SV analysis HEDGE and AoU_2025.01.21,Controlled Tier,False,2;10,,false,true,2:ancestry|structural variant|genetic ancestry; 10:Ehlers Danlos
31280,59219,Liyoung's workspace Systemic lupus erythematosus,Controlled Tier,True,2;9,,false,true,2:GWAS|genome-wide|genome-wide association|genomics|loci|association study; 9:lupus|systemic lupus|SLE
23430,59108,RGC Workspace 1: Genetic association of disease and health-related traits,Controlled Tier,False,2,,false,true,2:REGENIE|genotype|genetic association|rare variant|ancestry|genetic ancestry
30962,59155,MECFS_HS_LC,Controlled Tier,False,8,,false,true,8:long COVID
31276,59215,Duplicate of Diverticular Disease Genetics and Environment,Controlled Tier,True,2,,false,true,2:PRS|polygenic risk score|whole genome sequencing|genome-wide|genome-wide association|polygenic
29250,59131,Diverticular Disease Genetics and Environment,Controlled Tier,True,2,,false,true,2:PRS|polygenic risk score|whole genome sequencing|genome-wide|genome-wide association|polygenic
31275,59214,BroadHacks Hackathon,Controlled Tier,True,,,false,true,
31273,59212,All of Us CRC Validation of for CNV-EHR Model trained in UKBB,Controlled Tier,False,2;3;5,,false,true,2:ancestry|genomic; 3:machine learning|AUC|EHR|ICD|cohort builder; 5:oncology|colorectal cancer|colorectal|cancer
31272,59211,(Part 1) GLP-1 adherence and persistence,Controlled Tier,False,1,,false,true,1:GLP-1
30190,59140,Duplicate Epi Trends and Health Disparities in Liver Disease (data v8),Controlled Tier,True,6,,false,true,6:health disparities|disparities|socioeconomic|marginalized|access to care
31271,59210,Real-World Outcomes in Knee OA,Registered Tier,False,7,,false,true,7:Fitbit|physical activity
27709,59124,RGC Workspace 2: Genetic association of disease and health-related traits,Controlled Tier,False,2,,false,true,2:REGENIE|genotype|genetic association|rare variant|ancestry|genetic ancestry
31268,59207,Obesity Subtypes in Cardiovascular Disease,Controlled Tier,False,1;3,,false,true,1:cardiovascular disease|CVD|BMI|cardiovascular|obesity; 3:machine learning|EHR
31265,59204,Orthopedic Surgery,Registered Tier,True,,,false,true,
31260,59199,Tier Dataset v8,Controlled Tier,False,2;3;10,,false,true,2:WGS|PRS|GWAS|Mendelian randomization|SNP|genome-wide|ClinVar; 3:machine learning|risk prediction; 10:penetrance|Mendelian
31258,59197,Duplicate of Chloe_working_v8_Germline mutations in cancer susceptibility genes,Controlled Tier,False,5;10,,false,true,5:cancer|cancer susceptibility; 10:pathogenic variant
31257,59196,Spine Degeneration,Controlled Tier,False,2,,false,true,2:whole-genome sequencing|GWAS|genome-wide|genome-wide association|association study|genomic
31255,59194,Predicting substance use disorder (SUD) diagnoses in American young adults,Controlled Tier,False,4,,false,true,4:substance use disorder|SUD|pain|mental health|chronic pain|addiction|substance use
30866,59150,Physical Activity and CVD in Minority Groups,Controlled Tier,True,1;6;7,,false,true,1:cardiovascular disease|CVD|cardiovascular; 6:minority; 7:Fitbit|physical activity
31251,59190,"Duplicate of ACE2, PTEN, ZDHHC8 Variant Calling",Controlled Tier,False,,,false,true,
31249,59188,Skin Diseases and Access to Care,Controlled Tier,True,6,,false,true,6:social determinants of health|homelessness|socioeconomic|housing|equity|access to care
31248,59187,v8 Rare Variant Cardiomyopathy,Controlled Tier,False,2,,false,true,2:rare variant
30966,59156,Cardiomyopathy-causing Genetic Variants in Diverse Populations,Controlled Tier,True,1;2;3;6;10,,false,true,1:heart failure|cardiovascular disease|cardiovascular; 2:polygenic score|whole genome sequencing|association studies|genotype|polygenic|genomics|genetic risk; 3:ICD|cohort builder; 6:underrepresented groups|health disparities|disparities|minorities|racial and ethnic|Hispanic|underrepresented; 10:ACMG|penetrance|incidental findings
31088,59159,Allostatic load and cancer basic assessment,Registered Tier,True,5,,false,true,5:cancer
30780,59148,Duplicate of Daylight Savings Time Impact on Health Outcomes,Controlled Tier,False,7,,false,true,7:step count|wearable|heart rate variability|wearable device|sleep duration
31242,59181,Trachoma,Registered Tier,False,,,false,true,
27164,59123,Long term CVD - in 3 cancers,Controlled Tier,False,1;5,,false,true,1:CVD|cardiovascular; 5:prostate cancer|cancer survivors|colorectal|cancer
31240,59179,Develop LDAK-KVIK and MegaPRS,Registered Tier,False,2,,false,true,2:PRS|SNP|polygenic|association study
31237,59176,Autoimmune Manifestations of Somatic Mosaicism,Controlled Tier,False,3;9,,false,true,3:ICD|ICD-10; 9:autoimmune disease|autoimmune
30484,59142,ICI liver,Controlled Tier,False,,,false,true,
31235,59174,Duplicate of Genetic Risk of ICI-AKI,Controlled Tier,True,1;2;3;5,,false,true,1:acute kidney injury|AKI; 2:genotype|genetic risk|genomic; 3:Researcher Workbench|machine learning|workbench; 5:cancer|immunotherapy|checkpoint inhibitor
31229,59168,rural_maternal_health_exploratory,Controlled Tier,False,3;6;15,,false,true,3:machine learning|clustering; 6:rural|poverty; 15:preterm birth|maternal
31226,59096,Association Between Sjögren's Syndrome and Various Extraocular Complications,Registered Tier,False,9;18,,false,true,9:vasculitis|Sjogren|autoimmune|Sjögren; 18:uveitis|retinal
31220,59090,Amy Yan Project,Controlled Tier,True,,,false,true,
23453,59020,v7_Evaluating Genetic Variation in Health/Disease for Therapeutic Discovery,Controlled Tier,False,,,false,true,
31214,59084,Sepsis GWAS Analysis,Controlled Tier,False,2;8,,false,true,2:GWAS|association study; 8:sepsis
27051,59030,Todos Juntos grant,Registered Tier,True,1;4;6,,false,true,1:blood pressure|diabetes|heart disease|BMI; 4:depression|anxiety|mental health|substance use; 6:health disparities|disparities|race and ethnicity|rural|income|Hispanic
25469,59024,Comparing ancestry standardization methods for multiple PRS V8,Controlled Tier,True,1;2;5,,false,true,1:type 2 diabetes|diabetes|heart disease|coronary; 2:PRS|heritability|admixture|ancestry|genetic ancestry; 5:prostate cancer|colorectal cancer|breast cancer|colorectal|cancer
16093,59018,Autoimmune Disease Project,Controlled Tier,False,2;9,,false,true,2:GWAS|genome-wide|genomic; 9:autoimmune disease|autoimmune
31210,59080,PFAS Gene–Environment Links to Neurodevelopment and Leukemia,Controlled Tier,False,2;3;5;14,,false,true,2:WGS|whole genome sequencing|genotype|genomic; 3:electronic health record|OMOP|workbench; 5:leukemia; 14:neurodevelopment|seizure
30860,59047,Pharmacogenetics 2025,Registered Tier,False,2;4;14,,false,true,2:genome-wide|association studies|genome-wide association; 4:depression; 14:migraine
31206,59076,Anxiety and Panic,Registered Tier,False,2;4,,false,true,2:GWAS|genome-wide|genome-wide association|loci|ancestry|genetic risk|association study|genetic ancestry|genomic; 4:depression|anxiety|anxiety disorder|panic disorder|psychiatric
30896,59048,Adyant Shankar_Pancreatitis Risk Stratification with TG PRS,Controlled Tier,False,1;2;3,,false,true,1:triglyceride|cardiometabolic|lipid; 2:PRS|polygenic risk score|polygenic|genetic risk; 3:ICD|risk prediction
30038,59039,Unannotated Gene Constraint,Controlled Tier,True,2;3,,false,true,2:WGS|whole genome sequencing|loci|exome|gnomAD|genomic; 3:variant effect predictor
27548,59031,Identifying phenotypes associated with deleterious rDNA variants,Controlled Tier,False,,,false,true,
30660,59045,CHIP and blood cancer,Registered Tier,False,1;2;5,,false,true,1:CHIP|clonal hematopoiesis|cardiovascular disease|cardiovascular; 2:ancestry|genomic; 5:cancer
26626,59029,Endometriosis: Replication & validation of combinatorial genetic risk factors v8,Controlled Tier,False,2;15,,false,true,2:SNP|genotype|ancestry|genetic risk; 15:endometriosis
25571,59025,V8 Detect Mental Disorder from wearables,Registered Tier,False,3;4;7,,false,true,3:machine learning|AUC; 4:depression|mental health|depressive; 7:Fitbit|wearable|physical activity|heart rate variability
31184,59016,Smoking Intensity and Glaucoma Severeity,Registered Tier,False,3;4;6;18,,false,true,3:machine learning|model performance; 4:smoking; 6:health disparities|minority|disparities|income|racial and ethnic; 18:glaucoma|vision
30111,58950,lifestyle factors in MS,Registered Tier,True,9,,false,true,9:MS
30854,58958,HTN-PRS,Controlled Tier,False,1;2,,false,true,1:hypertension|kidney disease|renal|cardiovascular; 2:PRS|genetic risk
31180,59012,Influenza Electronic Health Records,Controlled Tier,False,3;8,,false,true,3:electronic health record|EHR; 8:antibody|vaccine
20966,58919,Human_rRNA_project,Controlled Tier,False,,,false,true,
31178,59010,Benchmarking Louvain Clustering of Individuals by Genetic Similarity,Controlled Tier,False,2;3;9,,false,true,2:association studies|genotype|admixture|ancestry|rare-variant|genomic; 3:clustering|risk prediction; 9:IBD
31176,59008,Hand eczema burden,Registered Tier,False,12,,false,true,12:eczema
26599,58936,Initial SRA Project,Registered Tier,False,,,false,true,
31010,58964,Long_Covid_CTDv8,Controlled Tier,False,3;4;6;8,,false,true,3:machine learning|EHR; 4:depression|major depressive disorder|depressive; 6:health disparities|disparities; 8:long COVID
31172,59004,Leishmaniasis,Controlled Tier,True,,,false,true,
31171,59003,Chagas Disease,Controlled Tier,True,6,,false,true,6:Latino|income|Hispanic|low-income
7852,58915,Trans-ancestry analysis of Type 2 Diabetes (T2DGGI),Controlled Tier,False,1;2;6,,false,true,1:type 2 diabetes|T2D|diabetes; 2:fine-mapping|SNP|polygenic|loci|ancestry|association study; 6:health disparities|disparities
6608,58914,CKD genomics,Controlled Tier,True,1;2;6;7,,false,true,1:acute kidney injury|CKD|kidney disease|AKI|renal; 2:genomics; 6:social determinants of health; 7:Fitbit
31170,59002,AUD_MH_Genomics_v7_v2_archive,Controlled Tier,True,3;4;6;8,,false,true,3:EHR|artificial intelligence; 4:substance use disorder|alcohol use disorder|AUD|SUD|mental health|psychological|substance use; 6:social determinants of health|minority|disparity; 8:COVID-19
31169,59001,CKD_archive,Registered Tier,True,1,,false,true,1:acute kidney injury|CKD|kidney disease|AKI
26733,58937,Duplicate of UCSD/ Oslo Group,Controlled Tier,True,2;11,,false,true,2:GWAS|polygenic|ancestry|genetic risk; 11:Alzheimer|mild cognitive impairment|cognitive decline|cognitive impairment
15905,58917,UCSD/ Oslo Group,Controlled Tier,True,2;11,,false,true,2:GWAS|polygenic|ancestry|genetic risk; 11:Alzheimer|mild cognitive impairment|cognitive decline|cognitive impairment
31163,58995,Testing LoF variant search methods,Controlled Tier,False,,,false,true,
31160,58992,Duplicate of Constructing a PGS for Melanoma Using Many Ancestral Groups,Controlled Tier,True,2;5,,false,true,2:GWAS|polygenic risk score|polygenic|ancestry; 5:melanoma
30801,58957,Cardiometabolic disease in South Asians,Controlled Tier,True,1,,false,true,1:heart failure|cardiovascular disease|cardiometabolic|kidney disease|coronary|cardiovascular|metabolic syndrome
31158,58990,Initial explorations,Controlled Tier,False,,,false,true,
31108,58965,PQOL Measurement Project,Registered Tier,False,,,false,true,
31151,58983,SDoH on health outcome,Controlled Tier,True,,,false,true,
31150,58982,JCV Exploration of the Health & Mental Health of Autistic SGM Adults,Controlled Tier,True,4;6,,false,true,4:well-being|behavioral health|mental health|wellbeing; 6:social determinants of health|minority|race and ethnicity|SGM|gender minority
29323,58949,Pascoal Lab v8 - ADHD,Controlled Tier,False,11,,false,true,11:dementia|Alzheimer|aging|older adults|Alzheimer's|cognitive decline|cognitive impairment
31147,58979,Silent Myocardial Infarction,Controlled Tier,True,1;6,,false,true,1:myocardial infarction|CVD; 6:disparities|rural
31144,58976,PGC Florian Workspace,Controlled Tier,False,2;4;11,,false,true,2:whole-genome sequencing|genomics|genomic; 4:schizophrenia|psychiatric; 11:Alzheimer|Alzheimer's
30927,58961,MedScholars Summer 2025 research,Registered Tier,False,4;18,,false,true,4:loneliness; 18:cataract|glaucoma|diabetic retinopathy|macular degeneration|retinopathy|eye disease|macular
31137,58969,Glioma Mediation Project,Registered Tier,True,5;12;13;18,,false,true,5:glioma; 12:atopic dermatitis|eczema|dermatitis; 13:asthma; 18:allergic rhinitis|rhinitis
31135,58912,Proteomics study,Controlled Tier,False,5,,false,true,5:lung cancer|cancer
31115,58892,Sexual Orientation and Gender and Prostate Cancer,Registered Tier,True,5,,false,true,5:prostate cancer|cancer
31131,58908,Longitudinal impact of GLP-1RAs on co-occurring mental health outcomes,Controlled Tier,False,1;3;4,,false,true,1:GLP-1|cardiometabolic; 3:missing data|predictive model; 4:MDD|mental health
25432,58833,Create Graphs,Registered Tier,False,,,false,true,
30273,58852,Duplicate of Mental Health and Circadian Rhythms,Controlled Tier,False,4;13,,false,true,4:mental health|substance use; 13:circadian
30671,58857,Version 2 of Liver Complications in AOU Cohort,Controlled Tier,False,1;3;6,,false,true,1:hypertension|diabetes; 3:machine learning|deep learning|XGBoost|feature engineering; 6:underrepresented groups|health disparities|social determinants of health|disparities|disparity|socioeconomic|income|access to care|underrepresented
31121,58898,Research,Registered Tier,True,,,false,true,
31119,58896,opioid_abuse_research,Controlled Tier,False,3;4;7,,false,true,3:machine learning|deep learning; 4:pain|opioid; 7:wearable
30654,58856,HHT v8,Controlled Tier,False,2,,false,true,2:genotype|genomic
30898,58861,PRS- Preeclampsia,Controlled Tier,True,1;2;3;6;15,,false,true,1:preeclampsia|hypertensive; 2:PRS|GWAS|polygenic risk score|SNP|genotype|polygenic|ancestry|genetic risk; 3:RECOVER|AUC|cohort builder|risk prediction; 6:Latino|discrimination|Hispanic; 15:maternal health|pregnancy|preeclampsia|eclampsia|maternal
31116,58893,Ischemic Ocular Conditions and Social Determinants of Health,Registered Tier,True,1;6;11;18,,false,true,1:cardiovascular|statin; 6:health disparities|social determinants of health|minority|disparities|SDOH|income|equity; 11:geriatric|aging|older adults; 18:ophthalmology|vision|retinal
29918,58849,Characterizing the role of HERVs in COVID-19 severity and symptom persistence,Registered Tier,False,2;8,,false,true,2:whole genome sequencing|genome-wide|genome-wide association; 8:COVID-19|long COVID|infection
18163,58825,Integrated Analysis of Cancer Risk Drivers in Diverse Populations,Controlled Tier,True,2;5;6,,false,true,2:whole genome sequencing|ancestry; 5:pancreatic cancer|cancer; 6:social determinants of health|disparities|racial and ethnic|African American
31113,58890,Genetic variation of BBB and related genes on TBI outcomes,Controlled Tier,True,11;14,,false,true,11:Alzheimer|Alzheimer's; 14:traumatic brain injury|concussion|TBI
31097,58874,Duplicate 2 of Mental Health and Circadian Rhythms,Controlled Tier,False,4;13,,false,true,4:mental health|substance use; 13:circadian
31110,58887,Breast Cancer; Monogenic + polygenic,Controlled Tier,False,2;5;10,,false,true,2:polygenic; 5:breast cancer|cancer; 10:monogenic
26023,58835,Duplicate of PGx Exploration - V8,Controlled Tier,True,6,,false,true,6:underrepresented groups|underrepresented
7723,58820,BCX PRS (V7),Controlled Tier,True,2,,false,true,2:PRS|GWAS|whole genome sequencing|ancestry|genetic ancestry|genomic
10829,58822,Duplicate of CYP2C19 Clopidogrel Response - v7,Controlled Tier,False,2;16,,false,true,2:PheWAS|WGS; 16:CYP2C19
24843,58832,January 2025 Checkpoint - CYP2C19 Clopidogrel Response - v7,Controlled Tier,False,2;16,,false,true,2:PheWAS|WGS; 16:CYP2C19
28975,58844,HNC Case Study final round,Controlled Tier,False,5,,false,true,5:head and neck cancer|cancer
31098,58875,CureVC_Cohorts,Controlled Tier,False,2;3,,false,true,2:whole genome sequencing|genomic; 3:Researcher Workbench|OMOP|workbench
9459,58821,Genetic-association and admixture analysis of heritable prostate cancer risk,Controlled Tier,True,2;5,,false,true,2:GWAS|genome-wide|association studies|genome-wide association|phasing|admixture|ancestry|genetic ancestry; 5:prostate cancer|cancer
31095,58872,ukbb variable x allofus,Registered Tier,False,,,false,true,
29701,58847,Drug Repositioning,Controlled Tier,True,1;2,,false,true,1:kidney disease|nephropathy|glomerular; 2:WGS|whole-genome sequencing|GWAS
31074,58806,Genetic/Environmental Risk Factors for Alzheimer's Disease: Early vs Late Onset,Registered Tier,False,11,,false,true,11:Alzheimer|Alzheimer's
23353,58781,Comparing Patient-Reported Substance Use to EHR-Documented Substance Use,Controlled Tier,False,3;4;6;17,,false,true,3:EHR; 4:tobacco|marijuana|substance use; 6:social determinants of health|SDOH; 17:patient-reported
31079,58811,Duplicate of T2D and dementia in participants with severe mental illness,Registered Tier,False,1;4;11,,false,true,1:type 2 diabetes|GLP-1|T2D|diabetes; 4:major depressive disorder|bipolar disorder|schizophrenia|bipolar|depressive; 11:dementia
25277,58782,Type 2 diabetes and dementia in participants with severe mental illness,Registered Tier,False,1;4;11,,false,true,1:type 2 diabetes|GLP-1|diabetes; 4:major depressive disorder|bipolar disorder|schizophrenia|bipolar|depressive; 11:dementia
31077,58809,Pet Allergens,Registered Tier,False,2;3;8,,false,true,2:WGS|whole genome sequencing|genotype|genomic; 3:Researcher Workbench|electronic health record|workbench|EHR|ICD|ICD-10; 8:immune response|HLA
31076,58808,Skin cancer study,Registered Tier,False,5;12,,false,true,5:melanoma|skin cancer|cancer|chemotherapy|sarcoma; 12:skin cancer
28922,58783,Mohs Surgery Outcomes,Registered Tier,False,1;5;12,,false,true,1:hypertension|diabetes; 5:skin cancer|cancer; 12:skin cancer
31065,58797,Predictors of Asthma Exploration with v8 Data,Controlled Tier,False,13,,false,true,13:asthma
31061,58793,target skin cancer therapies vs chemotherapy,Registered Tier,False,5;12,,false,true,5:melanoma|skin cancer|cancer|chemotherapy; 12:skin cancer
31053,58775,V8 Shared Workspace,Controlled Tier,False,1;3;11,,false,true,1:type 2 diabetes|T2D|cardiovascular disease|diabetes|cardiovascular|obesity; 3:EHR|ICD; 11:cognitive decline|cognitive impairment
11135,58764,Shared Workspace,Controlled Tier,False,1;3;11,,false,true,1:type 2 diabetes|T2D|cardiovascular disease|diabetes|cardiovascular|obesity; 3:EHR|ICD; 11:cognitive decline|cognitive impairment
31051,58773,Rhinoplasty,Registered Tier,False,3,,false,true,3:Researcher Workbench|workbench|ICD|ICD-10
26062,58766,Sex-Differential Selection Allele Counts v8,Controlled Tier,False,2,,false,true,2:genotype|genomic
31050,58772,Duplicate of CETP/GLP1 Inhibitor Combination Therapy Workspace,Controlled Tier,False,1,,false,true,1:SGLT2|lipid|cardiovascular
31019,58734,Frailty Indices,Controlled Tier,False,11,,false,true,11:frailty
31047,58762,Cancer comorbidity patterns (v8),Controlled Tier,False,1;5,,false,true,1:cardiometabolic|BMI|obesity; 5:myeloma|cancer survivors|colorectal|multiple myeloma|survivorship|cancer
31043,58758,Duplicate of Duplicate of SV_Pregnancy_Loss,Controlled Tier,True,2;15,,false,true,2:GWAS; 15:pregnancy
27047,58699,Duplicate of  Genetic Susceptibility and Diabetes Mellitus,Controlled Tier,False,1;3;6,,false,true,1:diabetes; 3:machine learning|workbench|deep learning; 6:disparities|disparity|rural
31042,58757,PD_genetics_KraincLab,Controlled Tier,False,2,,false,true,2:ancestry|genetic risk|gnomAD|genetic ancestry|genomic
16435,58692,CDH Gastric Cancer 5,Controlled Tier,True,2;5,,false,true,2:WGS; 5:gastric cancer|cancer
31037,58752,Exploring Association of Schizophrenia,Controlled Tier,False,4,,false,true,4:schizophrenia|psychiatric
31032,58747,Studying daily step count,Controlled Tier,True,7,,false,true,7:step count|Fitbit
30972,58717,Cervical Cancer Screening: Impact of Social Determinants of Health,Registered Tier,False,5;6,,false,true,5:cervical cancer|cancer screening|cancer; 6:social determinants of health
31031,58746,Lung Function,Controlled Tier,False,2;13,,false,true,2:PheWAS; 13:asthma|COPD|pulmonary
31030,58745,Exploring Association of Porphyria and Psych Phenotypes,Registered Tier,False,4;10,,false,true,4:schizophrenia|psychiatric; 10:porphyria
30261,58710,Warfarin Outcomes v8,Controlled Tier,False,3;16,,false,true,3:electronic health record|EHR; 16:warfarin
18182,58693,HPV-associated Cancers v7,Controlled Tier,True,2;6;16,,false,true,2:genetic association|ancestry|genetic ancestry|genomic; 6:social determinants of health|disparities; 16:pharmacogenetic
31020,58735,HPV-associated Cancers v8,Controlled Tier,True,2;6;16,,false,true,2:genetic association|ancestry|genetic ancestry|genomic; 6:social determinants of health|disparities; 16:pharmacogenetic
14494,58690,Duplicate of CNV1 neuromuscular genetic diseases,Controlled Tier,True,14,,false,true,14:neuromuscular
5990,58680,AOU_DATAPROD_CLUSTER,Controlled Tier,False,2,,false,true,2:GWAS|REGENIE|association studies|loci
